,bathrooms,bedrooms,city,country,homeStatus,homeType,isNonOwnerOccupied,isPreforeclosureAuction,livingArea,lotAreaUnit,lotAreaValue,price,rentZestimate,zestimate
121,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1688.0,sqft,10018.8,365000.0,0.0,0.0
122,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1246.0,sqft,10018.8,439848.0,2300,443700
123,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2559.0,sqft,8712.0,424900.0,2822,417574
124,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2743.0,sqft,9147.6,714999.0,3499,0.0
125,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1632.0,sqft,9583.2,299000.0,0.0,0.0
126,4.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1765.0,acres,0.29,580000.0,2400,388500
127,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1284.0,sqft,1306.8,335000.0,2199,330400
128,4.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2848.0,sqft,6969.6,1200000.0,3821,706200
129,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1392.0,acres,1.92,250000.0,2095,302800
130,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2436.0,sqft,6098.4,545990.0,0.0,0.0
131,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1620.0,acres,0.27,499900.0,2491,496249
132,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1594.0,sqft,1742.4,349990.0,1649,340528
133,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2694.0,acres,0.33999999999999997,640000.0,2826,608500
134,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2608.0,sqft,6098.4,499000.0,2816,486900
135,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,992.0,sqft,6969.6,95000.0,1474,192100
136,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1400.0,acres,12.56,239900.0,0.0,0.0
137,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1250.0,sqft,6534.0,297000.0,1719,297000
138,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1565.0,sqft,6098.4,379900.0,2406,376300
139,3.0,3.0,Orlando,USA,FOR_SALE,CONDO,True,False,1216.0,sqft,871.2,129999.0,1794,124867
140,1.0,1.0,Orlando,USA,FOR_SALE,CONDO,True,False,739.0,acres,2.16,240000.0,1500,234900
141,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1628.0,sqft,8712.0,380000.0,2199,380000
142,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1357.0,sqft,7405.2,246000.0,1900,245900
143,1.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1979.0,sqft,8276.4,374500.0,2495,379000
144,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1554.0,sqft,8712.0,396000.0,2199,387900
145,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1542.0,sqft,9583.2,410000.0,2449,402500
146,2.0,2.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1554.0,sqft,9583.2,349900.0,2115,342600
147,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2906.0,acres,0.8,1450000.0,5605,1382200
148,1.0,1.0,Orlando,USA,FOR_SALE,CONDO,True,False,715.0,sqft,10454.4,140000.0,0.0,0.0
149,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2645.0,sqft,6534.0,500000.0,2995,486452
150,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2000.0,sqft,5227.2,435000.0,2549,428417
151,3.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1548.0,sqft,3484.8,260000.0,1997,255200
152,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1686.0,sqft,7840.8,395000.0,2400,390300
153,2.0,3.0,Orlando,USA,FOR_SALE,CONDO,True,False,1423.0,sqft,8712.0,240000.0,2195,231800
154,1.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,824.0,sqft,5662.8,249900.0,1699,245100
155,4.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3111.0,acres,0.25,579000.0,3200,567300
156,4.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2758.0,noUnit,0.0,667990.0,3364,653700
157,2.0,3.0,Orlando,USA,FOR_SALE,MANUFACTURED,True,False,1344.0,noUnit,0.0,33500.0,1249,0.0
158,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2325.0,sqft,6098.4,550000.0,2799,534722
159,3.0,2.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1657.0,sqft,10454.4,375000.0,2849,372500
160,6.0,8.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,5201.0,acres,1.72,999000.0,5525,947896
161,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1056.0,sqft,5227.2,314900.0,2145,314900
162,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1328.0,sqft,9583.2,375000.0,1999,368534
163,4.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,4330.0,sqft,9147.6,839900.0,4187,818197
164,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1295.0,sqft,6534.0,269000.0,1800,265400
165,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1054.0,acres,0.25,345000.0,2149,345000
166,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2727.0,sqft,6098.4,625000.0,2849,611100
167,3.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2051.0,acres,0.47000000000000003,395000.0,0.0,0.0
168,1.0,1.0,Orlando,USA,FOR_SALE,CONDO,True,False,850.0,sqft,10454.4,175000.0,1481,171100
169,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2100.0,sqft,7405.2,399990.0,2799,392000
170,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2901.0,sqft,9583.2,899000.0,5059,885515
171,2.0,2.0,Orlando,USA,FOR_SALE,MANUFACTURED,True,False,0.0,noUnit,0.0,69900.0,0.0,0.0
172,0.0,0.0,Orlando,USA,FOR_SALE,LOT,True,False,0.0,acres,1.94,395000.0,1264,0.0
173,1.0,1.0,Orlando,USA,FOR_SALE,CONDO,True,False,715.0,sqft,3484.8,299750.0,0.0,0.0
174,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1209.0,sqft,8276.4,320000.0,2100,320000
175,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1387.0,sqft,5227.2,300000.0,0.0,0.0
176,3.0,4.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1678.0,noUnit,0.0,430990.0,1995,0.0
177,3.0,4.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1769.0,noUnit,0.0,396990.0,1999,0.0
178,2.0,2.0,Orlando,USA,FOR_SALE,MANUFACTURED,True,False,1344.0,noUnit,0.0,219900.0,1900,218900
179,2.0,3.0,Orlando,USA,FOR_SALE,CONDO,True,False,1310.0,sqft,4356.0,170000.0,1916,168400
180,2.0,2.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,952.0,sqft,2178.0,250000.0,1599,243400
181,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2428.0,sqft,6969.6,499900.0,2699,485884
182,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1749.0,sqft,8276.4,315000.0,2394,315000
183,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1497.0,sqft,9583.2,375000.0,0.0,0.0
184,1.0,1.0,Orlando,USA,FOR_SALE,CONDO,True,False,780.0,sqft,4791.6,79900.0,1295,78900
185,4.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3177.0,acres,0.25,740900.0,0.0,0.0
186,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1989.0,sqft,5227.2,440000.0,2600,427800
187,2.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1987.0,sqft,5662.8,399900.0,2350,391900
188,5.0,7.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3557.0,sqft,10018.8,589000.0,4749,583400
189,1.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1044.0,sqft,9147.6,289999.0,1996,290000
190,1.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,810.0,acres,0.26,170000.0,1599,164800
191,2.0,4.0,Orlando,USA,FOR_SALE,MANUFACTURED,True,False,1478.0,noUnit,0.0,156900.0,1800,0.0
192,1.0,2.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,939.0,sqft,6969.6,379900.0,1794,374800
193,5.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3606.0,sqft,7405.2,999000.0,0.0,964400
194,1.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1164.0,sqft,6969.6,339900.0,1990,0.0
195,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1142.0,acres,0.39,249900.0,1749,245591
196,6.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,4991.0,sqft,7405.2,1448840.0,0.0,0.0
197,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1603.0,sqft,2178.0,357900.0,2199,375300
198,4.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3443.0,sqft,6534.0,1026000.0,5164,997499
199,4.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3279.0,sqft,8712.0,654000.0,0.0,0.0
200,0.0,0.0,Orlando,USA,FOR_SALE,LOT,True,False,0.0,acres,5.0,350000.0,1695,0.0
201,3.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2533.0,sqft,5662.8,499990.0,2799,488000
202,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2309.0,acres,0.27,470000.0,0.0,0.0
203,3.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1600.0,sqft,6969.6,395900.0,0.0,0.0
204,4.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2757.0,sqft,6098.4,585000.0,3128,568700
205,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1475.0,sqft,5227.2,368750.0,2292,364200
206,2.0,3.0,Orlando,USA,FOR_SALE,CONDO,True,False,1600.0,sqft,6098.4,244900.0,0.0,0.0
207,2.0,2.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1211.0,sqft,7840.8,320000.0,1997,320001
208,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1165.0,acres,0.27999999999999997,165000.0,1509,161300
209,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1305.0,acres,0.54,254990.0,1784,253400
210,4.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3157.0,acres,0.35,1150000.0,6240,1118055
211,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3090.0,sqft,10454.4,850000.0,0.0,0.0
212,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1920.0,sqft,6534.0,410000.0,2504,402500
213,4.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3764.0,noUnit,0.0,777990.0,1881,0.0
214,1.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1021.0,sqft,6534.0,235000.0,0.0,0.0
215,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2783.0,noUnit,0.0,599990.0,1497,0.0
216,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1116.0,sqft,10018.8,219900.0,0.0,0.0
217,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1806.0,sqft,2178.0,390000.0,2600,383184
218,2.0,3.0,Orlando,USA,FOR_SALE,CONDO,True,False,1198.0,sqft,1306.8,185000.0,1800,180400
219,1.0,2.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,902.0,sqft,9147.6,238000.0,1735,233700
220,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1334.0,noUnit,0.0,385000.0,2395,378700
221,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1120.0,sqft,6969.6,259000.0,1890,254839
222,2.0,3.0,Orlando,USA,FOR_SALE,CONDO,True,False,1805.0,sqft,0.0,484990.0,0.0,0.0
223,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1549.0,sqft,0.0,464990.0,0.0,0.0
224,2.0,3.0,Orlando,USA,FOR_SALE,CONDO,True,False,1962.0,noUnit,0.0,379000.0,2526,369686
225,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1800.0,acres,0.44000000000000006,380000.0,2329,375900
226,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,975.0,sqft,7840.8,285000.0,1500,283018
227,2.0,3.0,Orlando,USA,FOR_SALE,CONDO,True,False,1334.0,sqft,6534.0,249900.0,0.0,0.0
228,0.0,0.0,Orlando,USA,FOR_SALE,LOT,True,False,0.0,sqft,9147.6,195000.0,2026,0.0
229,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1748.0,sqft,8276.4,355000.0,2197,355000
230,3.0,3.0,Orlando,USA,FOR_SALE,CONDO,True,False,1580.0,sqft,6534.0,349900.0,0.0,0.0
231,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1958.0,sqft,6969.6,587500.0,2999,573400
232,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1884.0,sqft,9583.2,320000.0,2495,320000
233,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1018.0,acres,8.4,195000.0,1500,191600
234,3.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1437.0,sqft,871.2,217000.0,1900,212000
235,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1124.0,sqft,8276.4,350000.0,2295,350000
236,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1379.0,noUnit,0.0,356990.0,1999,0.0
237,2.0,2.0,Orlando,USA,FOR_SALE,MANUFACTURED,True,False,1624.0,noUnit,0.0,249900.0,1485,0.0
238,3.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3648.0,noUnit,0.0,680990.0,1881,0.0
239,2.0,3.0,Orlando,USA,FOR_SALE,CONDO,True,False,1231.0,sqft,1306.8,239990.0,2296,234600
240,2.0,3.0,Orlando,USA,FOR_SALE,MANUFACTURED,True,False,1296.0,acres,4.56,1500000.0,1999,1412800
241,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2553.0,sqft,8276.4,505000.0,2822,495500
242,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1862.0,sqft,6098.4,420000.0,0.0,0.0
243,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1934.0,sqft,5227.2,442500.0,0.0,0.0
244,4.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3100.0,noUnit,0.0,728990.0,4249,0.0
245,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2445.0,sqft,8276.4,745000.0,0.0,0.0
246,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2459.0,sqft,7405.2,690000.0,3134,675979
247,3.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1788.0,noUnit,0.0,591900.0,1881,0.0
248,3.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3090.0,acres,0.31,890000.0,3876,867800
249,3.0,6.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3890.0,acres,0.26,745000.0,0.0,0.0
250,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1124.0,sqft,8712.0,250000.0,0.0,0.0
251,2.0,2.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1158.0,sqft,7405.2,255000.0,1794,255000
252,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1872.0,sqft,871.2,329000.0,2485,319900
253,2.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1365.0,sqft,4791.6,415000.0,2236,404300
254,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1300.0,sqft,6969.6,154900.0,1995,151400
255,1.0,1.0,Orlando,USA,FOR_SALE,CONDO,True,False,724.0,sqft,9583.2,169000.0,1392,165223
256,1.0,1.0,Orlando,USA,FOR_SALE,CONDO,True,False,753.0,acres,0.3,199000.0,1599,205600
257,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1322.0,sqft,5662.8,399900.0,0.0,0.0
258,7.0,7.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,4471.0,acres,0.43,2000000.0,0.0,0.0
259,3.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2455.0,sqft,4791.6,497380.0,0.0,0.0
260,1.0,1.0,Orlando,USA,FOR_SALE,CONDO,True,False,672.0,sqft,8712.0,218000.0,1300,212700
261,3.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2198.0,sqft,6098.4,447000.0,0.0,0.0
262,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1756.0,acres,0.26,425000.0,2499,417672
263,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2083.0,sqft,9583.2,380000.0,2575,379500
264,4.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2470.0,sqft,435.6,530000.0,0.0,0.0
265,1.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1446.0,sqft,9147.6,349900.0,2240,349900
266,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2100.0,sqft,8712.0,629900.0,2999,618500
267,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1577.0,sqft,8276.4,479000.0,2694,474200
268,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1611.0,noUnit,0.0,384490.0,1599,0.0
269,3.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3150.0,noUnit,0.0,704990.0,3717,683100
270,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1118.0,sqft,9147.6,279500.0,2094,279500
271,4.0,4.0,Orlando,USA,FOR_SALE,MULTI_FAMILY,True,False,1248.0,acres,0.37,399000.0,2100,393700
272,4.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2647.0,noUnit,0.0,583990.0,4402,0.0
273,2.0,2.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1172.0,sqft,6969.6,499000.0,0.0,0.0
274,3.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2241.0,sqft,3920.4,650000.0,3200,631944
275,3.0,4.0,Orlando,USA,FOR_SALE,CONDO,True,False,3172.0,acres,1.31,1799000.0,0.0,0.0
276,1.0,2.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,720.0,sqft,6969.6,195000.0,1550,190700
277,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2035.0,sqft,8276.4,375000.0,2463,374100
278,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1841.0,sqft,3049.2,389900.0,2300,382725
279,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1810.0,sqft,3484.8,549000.0,2949,536700
280,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2136.0,sqft,10454.4,518000.0,2934,511501
281,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1549.0,acres,0.32999999999999996,399000.0,0.0,0.0
282,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1456.0,acres,0.5700000000000001,290000.0,2128,284500
283,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1851.0,sqft,10018.8,379900.0,0.0,0.0
284,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1571.0,noUnit,0.0,480490.0,1995,0.0
285,2.0,2.0,Orlando,USA,FOR_SALE,MANUFACTURED,True,False,1344.0,noUnit,0.0,209900.0,1485,208900
286,5.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3210.0,noUnit,0.0,758990.0,1881,0.0
287,3.0,2.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1815.0,noUnit,0.0,539995.0,1557,0.0
288,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1704.0,sqft,7840.8,478800.0,2474,467500
289,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,2010.0,sqft,1306.8,440000.0,0.0,0.0
290,4.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2247.0,noUnit,0.0,620900.0,1881,0.0
291,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1594.0,noUnit,0.0,349990.0,1649,0.0
292,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1329.0,sqft,9147.6,310000.0,0.0,0.0
293,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1250.0,acres,12.56,250000.0,0.0,0.0
294,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1120.0,sqft,0.0,235000.0,0.0,0.0
295,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2230.0,acres,1.83,526000.0,2894,513500
296,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1121.0,acres,1.35,245000.0,0.0,0.0
297,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1206.0,sqft,6969.6,288750.0,1800,288750
298,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3024.0,acres,0.67,875000.0,0.0,0.0
299,6.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,4450.0,acres,0.51,3350000.0,5763,3272400
300,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1518.0,sqft,7840.8,375000.0,2165,372400
301,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1428.0,sqft,2178.0,380000.0,2250,387400
302,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,909.0,sqft,2613.6,220000.0,0.0,0.0
303,2.0,2.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1554.0,sqft,6969.6,349900.0,2195,341200
304,3.0,6.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2707.0,sqft,8712.0,520000.0,2999,525000
305,0.0,0.0,Orlando,USA,FOR_SALE,LOT,True,False,0.0,acres,0.55,89950.0,1595,0.0
306,3.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1626.0,sqft,5227.2,449000.0,2393,440400
307,4.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2955.0,acres,0.32,440000.0,2840,433300
308,5.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,4024.0,noUnit,0.0,805990.0,2811,0.0
309,3.0,4.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1994.0,sqft,4791.6,510000.0,2949,496108
310,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1685.0,sqft,3049.2,375000.0,2459,367000
311,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1640.0,acres,0.47000000000000003,517000.0,2600,511400
312,4.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3508.0,sqft,10018.8,699000.0,0.0,0.0
313,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1314.0,sqft,8712.0,340000.0,1800,336800
314,2.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1731.0,sqft,7840.8,310000.0,2298,302900
315,2.0,2.0,Orlando,USA,FOR_SALE,MANUFACTURED,True,False,0.0,noUnit,0.0,78599.0,0.0,0.0
316,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2037.0,noUnit,0.0,584990.0,1984,0.0
317,3.0,4.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,2970.0,noUnit,0.0,625990.0,1881,0.0
318,4.0,5.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,3416.0,noUnit,0.0,780990.0,4163,0.0
319,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1060.0,sqft,871.2,264000.0,2056,258133
320,2.0,2.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,967.0,sqft,5662.8,365000.0,0.0,0.0
321,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1050.0,sqft,9147.6,309000.0,1995,309000
322,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1611.0,sqft,3484.8,412990.0,0.0,0.0
323,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1272.0,sqft,5227.2,335000.0,2196,333100
324,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1160.0,sqft,4791.6,294000.0,1900,288900
325,2.0,3.0,Orlando,USA,FOR_SALE,CONDO,True,False,1202.0,sqft,6534.0,290000.0,1900,289800
326,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1430.0,sqft,10018.8,318000.0,2107,319700
327,1.0,1.0,Orlando,USA,FOR_SALE,CONDO,True,False,642.0,sqft,871.2,80000.0,1200,0.0
328,3.0,3.0,Orlando,USA,FOR_SALE,TOWNHOUSE,True,False,1615.0,sqft,3049.2,373440.0,0.0,0.0
329,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1520.0,acres,0.32999999999999996,599900.0,2686,580100
330,2.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1184.0,sqft,6969.6,385000.0,2239,381300
331,3.0,3.0,Orlando,USA,FOR_SALE,SINGLE_FAMILY,True,False,1606.0,noUnit,0.0,465490.0,1997,0.0
332,2.0,2.0,Orlando,USA,FOR_SALE,CONDO,True,False,1676.0,sqft,1742.4,365000.0,0.0,0.0
